timestamp,ss.x,ss.y,ss.z,Dist,Bend
1702642302.8048086,25832,57070,36170,32.81,10.27
1702642302.8048086,25905,56976,36068,32.81,10.27
1702643910.1502578,25769,17810,35990,23.86,4.23
1702642270.4738984,25556,17510,36167,23.86,4.23
1702641482.0869937,25085,51831,36160,5.96,-7.85
1702642253.2943385,25540,11073,36230,14.81,10.19
1702643089.8293128,25131,32370,35926,5.86,4.15
1702643887.968517,25651,16555,36051,14.83,8.19
1702643165.6256945,26011,62013,35929,28.31,10.25
1702643152.4816341,26006,2360,36115,23.81,10.23
1702643145.4339693,25711,13083,36221,23.85,6.23
1702643874.836189,25546,20604,35949,10.33,8.17
1702643162.5991063,26113,62446,36111,28.31,10.25
1702643115.1181831,25354,29012,36247,14.88,2.19
1702643095.9171698,25342,20915,36073,5.82,10.15
1702643165.6256945,26081,61971,35884,28.31,10.25
1702643171.6740537,26017,3691,36064,32.85,6.27
1702643089.8293128,25214,32271,36166,5.86,4.15
1702643104.9972658,25309,24786,35981,10.35,6.17
1702641503.2050095,25332,16614,36424,13.32,9.19
1702643910.1502578,25855,17821,35994,23.86,4.23
1702643128.2503984,25285,25765,36097,19.38,2.21
1702643149.475603,25987,2809,35927,23.81,10.23
1702641512.259298,25328,16121,36134,20.85,6.22
1702643104.9972658,25399,24829,36072,10.35,6.17
1702641509.2384953,25201,23235,36032,20.87,3.22
1702643921.266128,25788,18699,36110,28.38,2.25
1702643903.1212435,25924,7404,35927,19.31,10.21
1702643881.9005265,25443,28732,35984,14.88,2.19
1702643887.968517,25621,16544,36162,14.83,8.19
1702641482.0869937,25085,51852,35949,5.96,-7.85
1702643095.9171698,25334,20916,36157,5.82,10.15
1702643152.4816341,25886,2412,36006,23.81,10.23
1702641488.1195564,24992,29209,35917,5.85,6.15
1702642233.0946567,25318,24096,36126,10.35,6.17
1702643104.9972658,25334,24829,36072,10.35,6.17
1702643879.8938637,25650,16289,36004,10.31,10.17
1702643109.0240436,25542,16851,36108,10.31,10.17
1702643910.1502578,25863,17821,35994,23.86,4.23
1702643938.3684354,26176,3742,36067,32.85,6.27
1702643173.6793926,26047,63351,36070,32.83,8.27
1702643160.5835316,26011,2465,35908,28.33,8.25
1702642268.4427595,25404,22474,35972,23.88,2.23
1702642294.7167315,25511,15159,36089,32.88,2.27
1702641485.0935757,24907,34582,36046,5.87,3.15
1702643173.6793926,26149,63253,36083,32.83,8.27
1702642294.7167315,25506,15131,36184,32.88,2.27
1702643879.8938637,25571,16186,36124,10.31,10.17
1702642263.4095538,25723,6833,36125,19.31,10.21
1702642253.2943385,25585,11071,36033,14.81,10.19
1702641509.2384953,25293,23189,36050,20.87,3.22
1702643130.2814085,25458,21381,36031,19.36,4.21
1702641485.0935757,24940,34631,35987,5.87,3.15
1702642302.8048086,25879,57098,36220,32.81,10.27
1702643169.6634045,25743,9636,35969,32.86,4.27
1702643899.0898507,25682,16758,36072,19.35,6.21
1702643940.3840814,26337,63174,36060,32.83,8.27
1702642300.7890756,25771,62989,36166,32.83,8.27
1702643109.0240436,25545,16832,36073,10.31,10.17
1702643147.4548419,25808,7968,36206,23.83,8.23
1702643889.994591,25714,12730,36063,14.81,10.19
1702642259.3680863,25469,16225,36103,19.35,6.21
1702643910.1502578,25769,17810,35905,23.86,4.23
1702641509.2384953,25198,23146,36185,20.87,3.22
1702643147.4548419,25835,7947,35983,23.83,8.23
1702641497.1581337,25155,29009,35980,13.37,3.19
1702643162.5991063,25992,62494,36013,28.31,10.25
1702642272.509981,25648,12567,36062,23.85,6.23
1702643889.994591,25769,12704,35879,14.81,10.19
1702643109.0240436,25515,16913,36155,10.31,10.17
1702642231.0841455,25203,27810,36154,10.36,4.17
1702641503.2050095,25311,16671,36424,13.32,9.19
1702643870.7893465,25426,28138,36099,10.36,4.17
1702643112.0505383,25509,16501,36042,10.31,10.17
1702642253.2943385,25586,11123,36039,14.81,10.19
1702642270.4738984,25558,17496,36010,23.86,4.23
1702642266.4360185,25686,6512,36220,19.31,10.21
1702643121.1806586,25519,16444,36236,14.83,8.19
1702643143.4030747,25615,17879,35979,23.86,4.23
1702642215.9264987,25075,34966,36297,5.88,2.15
1702643887.968517,25586,16495,36021,14.83,8.19
1702643130.2814085,25442,21352,36144,19.36,4.21
1702643903.1212435,25894,7404,35927,19.31,10.21
1702643158.5624733,25824,8001,36140,28.35,6.25
1702642215.9264987,24990,34915,36119,5.88,2.15
1702642215.9264987,25075,35011,36096,5.88,2.15
1702643119.1651123,25429,20740,36098,14.85,6.19
1702643857.7089388,25370,31688,35914,5.86,4.15
1702641497.1581337,25033,29001,35981,13.37,3.19
1702643173.6793926,26065,63262,36083,32.83,8.27
1702643921.266128,25730,18751,36072,28.38,2.25
1702643089.8293128,25196,32370,35926,5.86,4.15
1702642270.4738984,25534,17534,36081,23.86,4.23
1702641491.1248856,25143,23912,36045,5.82,9.15
1702642300.7890756,25758,62956,36170,32.83,8.27
1702642259.3680863,25465,16240,36122,19.35,6.21
1702641512.259298,25407,16008,36135,20.85,6.22
1702643889.994591,25714,12631,36110,14.81,10.19
1702643857.7089388,25329,31592,36058,5.86,4.15
1702643870.7893465,25453,28148,36152,10.36,4.17
1702642268.4427595,25447,22441,36031,23.88,2.23
1702643112.0505383,25510,16548,36075,10.31,10.17
1702643173.6793926,26065,63262,36050,32.83,8.27
1702642274.5362666,25755,7509,36074,23.83,8.23
1702642300.7890756,25771,63012,36040,32.83,8.27
1702643874.836189,25602,20450,36175,10.33,8.17
1702642279.5734782,25856,2082,36117,23.81,10.23
1702642231.0841455,25105,27764,36100,10.36,4.17
1702642215.9264987,25212,34990,36211,5.88,2.15
1702643942.41004,26460,57384,36128,32.81,10.27
1702643887.968517,25618,16480,36187,14.83,8.19
1702641491.1248856,25077,23766,35979,5.82,9.15
1702642302.8048086,25905,57076,36060,32.81,10.27
1702643929.3189554,26219,62483,36007,28.31,10.25
1702642231.0841455,25114,27855,36037,10.36,4.17
1702643119.1651123,25521,20703,36165,14.85,6.19
1702643100.9455473,25111,31788,36136,10.38,2.17
1702643162.5991063,26009,62434,36102,28.31,10.25
1702642279.5734782,25822,1941,36143,23.81,10.23
1702641485.0935757,24971,34641,36005,5.87,3.15
1702643887.968517,25698,16480,36187,14.83,8.19
1702643883.9215152,25452,24695,35952,14.86,4.19
1702643912.1659849,25952,12996,36138,23.85,6.23
1702643100.9455473,25135,31797,36233,10.38,2.17
1702643132.312511,25539,16797,36121,19.35,6.21
1702643921.266128,25774,18703,36056,28.38,2.25
1702641488.1195564,24905,29211,36004,5.85,6.15
1702642233.0946567,25294,24087,36080,10.35,6.17
1702642266.4360185,25750,6584,36057,19.31,10.21
1702643889.994591,25715,12619,36123,14.81,10.19
1702643169.6634045,25854,9636,35969,32.86,4.27
1702643940.3840814,26336,63295,36120,32.83,8.27
1702643899.0898507,25780,16770,36120,19.35,6.21
1702642231.0841455,25181,27810,36154,10.36,4.17
1702642272.509981,25613,12576,35989,23.85,6.23
1702643156.5469286,25746,13381,36044,28.36,4.25
1702643885.9372668,25589,20464,36193,14.85,6.19
1702643143.4030747,25579,17896,36096,23.86,4.23
1702643889.994591,25715,12746,36088,14.81,10.19
1702641485.0935757,24830,34641,36046,5.87,3.15
1702642215.9264987,24990,35005,36119,5.88,2.15
1702642279.5734782,25931,2149,36001,23.81,10.23
1702642268.4427595,25482,22339,36017,23.88,2.23
1702643169.6634045,25802,9571,36037,32.86,4.27
1702643940.3840814,26397,63184,36061,32.83,8.27
1702642253.2943385,25548,11094,36162,14.81,10.19
1702642215.9264987,25023,35011,36096,5.88,2.15
1702643859.719445,25382,28092,36015,5.85,6.15
1702643152.4816341,25965,2451,36089,23.81,10.23
1702642253.2943385,25592,11071,36033,14.81,10.19
1702642274.5362666,25826,7457,36133,23.83,8.23
1702643879.8938637,25571,16278,35913,10.31,10.17
1702643859.719445,25382,28110,36015,5.85,6.15
1702643861.724885,25417,24398,36149,5.83,8.15
1702643895.038016,25597,25823,36134,19.38,2.21
1702643870.7893465,25393,28138,35999,10.36,4.17
1702643130.2814085,25478,21395,36053,19.36,4.21
1702643089.8293128,25184,32296,36255,5.86,4.15
1702641491.1248856,25143,23912,35989,5.82,9.15
1702643921.266128,25774,18763,36048,28.38,2.25
1702642231.0841455,25210,27875,36177,10.36,4.17
1702643885.9372668,25589,20417,36142,14.85,6.19
1702642233.0946567,25300,24082,36004,10.35,6.17
1702641485.0935757,24830,34582,36046,5.87,3.15
1702643128.2503984,25438,25778,35924,19.38,2.21
1702641491.1248856,25133,23758,36025,5.82,9.15
1702642253.2943385,25620,11094,36162,14.81,10.19
1702643929.3189554,26100,62605,35977,28.31,10.25
1702643130.2814085,25450,21395,36053,19.36,4.21
1702643173.6793926,26087,63322,35933,32.83,8.27
1702643173.6793926,26167,63240,35960,32.83,8.27
1702643119.1651123,25448,20737,36213,14.85,6.19
1702642272.509981,25597,12567,36062,23.85,6.23
1702643861.724885,25388,24510,36099,5.83,8.15
1702643167.6325088,25713,15368,35981,28.31,10.25
1702642263.4095538,25619,6872,36056,19.31,10.21
1702641485.0935757,24929,34624,35996,5.87,3.15
1702643881.9005265,25415,28667,36056,14.88,2.19
1702643109.0240436,25547,16797,36022,10.31,10.17
1702643938.3684354,26170,3775,36108,32.85,6.27
1702642302.8048086,25924,57053,36184,32.81,10.27
1702642263.4095538,25582,6923,36069,19.31,10.21
1702641488.1195564,24905,29071,36082,5.85,6.15
1702643162.5991063,26009,62446,36111,28.31,10.25
1702643940.3840814,26397,63332,35928,32.83,8.27
1702643089.8293128,25214,32296,36062,5.86,4.15
1702643119.1651123,25521,20786,36045,14.85,6.19
1702643940.3840814,26474,63332,35928,32.83,8.27
1702643167.6325088,25659,15378,36078,28.31,10.25
1702643899.0898507,25772,16761,36161,19.35,6.21
1702643859.719445,25364,28137,35926,5.85,6.15
1702643929.3189554,26145,62477,35982,28.31,10.25
1702642259.3680863,25465,16240,36215,19.35,6.21
1702643899.0898507,25654,16788,36177,19.35,6.21
1702643903.1212435,25894,7427,36084,19.31,10.21
1702643128.2503984,25363,25805,36093,19.38,2.21
1702643940.3840814,26474,63271,36043,32.83,8.27
1702643889.994591,25739,12624,36089,14.81,10.19
1702643145.4339693,25697,12981,36072,23.85,6.23
1702642231.0841455,25233,27890,36033,10.36,4.17
1702643165.6256945,26121,61936,36062,28.31,10.25
1702642233.0946567,25193,24101,35972,10.35,6.17
1702643169.6634045,25850,9727,36137,32.86,4.27
1702643859.719445,25342,28084,36089,5.85,6.15
1702642231.0841455,25203,27810,35926,10.36,4.17
1702643870.7893465,25393,28194,36012,10.36,4.17
1702643887.968517,25559,16544,36162,14.83,8.19
1702643879.8938637,25646,16289,36004,10.31,10.17
1702641512.259298,25456,16038,36059,20.85,6.22
1702642263.4095538,25756,6872,36056,19.31,10.21
1702643857.7089388,25296,31708,35913,5.86,4.15
1702641512.259298,25407,16008,36135,20.85,6.22
1702643104.9972658,25387,24796,36019,10.35,6.17
1702643104.9972658,25296,24734,36144,10.35,6.17
1702643874.836189,25581,20576,36021,10.33,8.17
1702643147.4548419,25831,7951,35992,23.83,8.23
1702643881.9005265,25468,28696,36166,14.88,2.19
1702643165.6256945,26011,62068,36059,28.31,10.25
1702642215.9264987,24992,35053,36078,5.88,2.15
1702641491.1248856,25163,23735,36040,5.82,9.15
1702642231.0841455,25203,27793,35926,10.36,4.17
1702643100.9455473,25192,31705,36102,10.38,2.17
1702643936.3528328,26132,9519,36067,32.86,4.27
1702642261.39385,25567,11592,36203,19.33,8.21
1702643162.5991063,26078,62486,36146,28.31,10.25
1702643895.038016,25521,25823,36044,19.38,2.21
1702643879.8938637,25603,16169,36085,10.31,10.17
1702641482.0869937,25097,51853,36070,5.96,-7.85
1702643885.9372668,25681,20519,36019,14.85,6.19
1702641488.1195564,25042,29071,36082,5.85,6.15
1702643112.0505383,25439,16505,36207,10.31,10.17
1702643160.5835316,26004,2484,36012,28.33,8.25
1702642268.4427595,25395,22496,36082,23.88,2.23
1702642274.5362666,25755,7451,36191,23.83,8.23
1702643883.9215152,25553,24650,36084,14.86,4.19
1702643145.4339693,25707,12970,36047,23.85,6.23
1702643156.5469286,25725,13358,36147,28.36,4.25
1702643859.719445,25304,28129,36080,5.85,6.15
1702643895.038016,25457,25724,36158,19.38,2.21
1702642268.4427595,25447,22389,35774,23.88,2.23
1702643152.4816341,25970,2479,35964,23.81,10.23
1702642274.5362666,25832,7434,36211,23.83,8.23
1702643104.9972658,25415,24700,36257,10.35,6.17
1702642231.0841455,25105,27793,35926,10.36,4.17
